Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
RBLX,Roblox Corporation,Communication Services ,,24830000000.0,-553900000.0,2210000000.0,0.92,,,,1600.0,Yes,Yes,2.6,,,,11.26,45.49,,82.02,1.6,1.6,1.81,1.81,9.86,-0.94,-1.46,-0.33,-82.4,-19.7,-,,,30.2,-21.8,Nov 09 e9e6O,4.31,0.8,-15.14,70.6,0.25,-12.7,-96.9,-31.5,74.6,-24.4,-25.1,,-4.55,593930000.0,520900000.0,7.09,1.77,42.02,21.65 - 141.60,-70.44,93.3,55.76,0.55,20890000.0,11447467.0,-1.78,17.75,7.31,20.92,-50.17,-59.43,,2.92,5.10 6.81,42.81,41.85,-2.24
RDWR,Radware Ltd.,Technology ,,989440000.0,6300000.0,298900000.0,7.58,6.41,,,1075.0,Yes,Yes,,171.14,23.39,9.84,3.31,2.98,3.52,16.41,1.9,2.0,0.0,0.0,3.53,0.13,0.97,0.16,-18.5,27.78,,23.2,7.8,7.7,-28.5,Nov 02 e9e6O,2.49,28.5,0.0,74.3,0.04,1.0,1.7,0.9,81.9,5.3,2.1,0.0,-15.19,44910000.0,36700000.0,1.56,2.32,31.07,20.51 - 42.19,-46.46,10.14,56.56,0.71,247270.0,175994.0,5.36,3.06,-2.76,-28.1,-36.63,-45.75,1.0,0.73,3.42 3.22,22.76,22.59,-0.75
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare ,S&P 500,79450000000.0,5690000000.0,14230000000.0,191.73,70.2,,,10368.0,Yes,Yes,2.4,14.72,17.08,,5.58,3.84,10.5,10.1,4.4,5.1,0.13,0.13,2.28,50.07,43.17,9.49,135.8,5.69,-,56.4,27.0,-44.4,-73.3,Nov 03 e9e6O,9.06,0.2,-29.54,89.8,-0.02,22.2,29.7,35.8,85.0,48.2,40.0,0.0,14.36,107900000.0,104410000.0,2.18,3.1,776.39,538.01 - 761.04,-3.14,37.01,58.31,0.85,734950.0,623849.0,0.16,5.71,26.54,6.78,28.79,16.73,0.17,22.33,2.83 2.98,713.91,737.15,3.26
RGEN,Repligen Corporation,Healthcare ,,9540000000.0,159400000.0,778800000.0,32.56,10.5,,,1852.0,Yes,Yes,1.7,60.61,48.11,1.73,12.25,5.16,15.99,210.54,1.7,2.3,0.16,0.0,-14.21,2.77,3.49,0.68,101.5,9.2,,45.6,45.0,27.4,37.8,Nov 01 e9e6O,-21.38,0.7,-17.69,93.5,1.5,6.8,9.1,7.1,58.1,26.4,20.5,0.0,-10.1,55440000.0,55280000.0,4.82,4.62,264.33,137.21 - 306.98,-45.29,22.4,33.43,0.97,576190.0,558754.0,-17.94,-7.34,-16.86,12.98,-38.92,-36.59,1.1,12.02,7.20 5.23,167.03,167.94,0.54
RIOT,"Riot Blockchain, Inc.",Technology ,,967820000.0,-365500000.0,308400000.0,9.88,2.49,,,335.0,Yes,Yes,1.9,,10.88,,3.14,0.61,2.43,,4.9,4.9,0.0,0.0,-7.34,-2.85,0.56,-0.02,71.9,60.4,,35.8,366.3,112.5,373.2,,-13.96,7.0,-0.08,32.8,0.47,-26.7,-30.4,-1.7,49.8,,,,-44.31,167140000.0,153380000.0,16.55,1.99,12.73,4.02 - 46.28,-86.93,50.5,44.16,0.74,12770000.0,9392686.0,0.17,-4.42,-2.58,-49.75,-78.61,-72.91,4.29,0.54,8.02 8.34,5.83,6.05,3.77
RJF,"Raymond James Financial, Inc.",Financial ,S&P 500,21420000000.0,1500000000.0,11040000000.0,44.59,28.43,1.36,1.33,15000.0,Yes,Yes,1.9,14.55,10.82,0.84,1.94,2.29,3.59,2.44,,,5.72,0.36,-0.6,7.03,9.44,2.0,71.0,29.85,,22.2,12.4,10.6,-4.4,Oct 26 Ae6C,-3.06,0.1,-4.19,77.0,0.33,2.1,17.2,3.2,96.0,17.8,13.6,16.6,0.36,210700000.0,194320000.0,1.88,3.48,118.11,84.86 - 117.37,-12.92,20.43,47.93,1.31,1050000.0,1375266.0,1.32,0.23,8.44,-1.7,-0.32,1.79,1.03,3.51,3.32 3.30,100.99,102.2,1.2
RMBS,Rambus Inc.,Technology ,,3090000000.0,-21400000.0,393200000.0,7.59,3.29,,,690.0,Yes,Yes,2.2,,17.06,,7.85,3.81,8.78,15.27,3.5,3.6,0.06,0.0,8.54,-0.21,1.7,0.41,144.7,3.54,,21.5,-0.5,42.6,219.8,Oct 31 Ae6C,9.78,0.3,-14.53,90.1,-0.04,-1.9,-2.6,1.9,78.8,-4.4,-5.4,,11.93,110450000.0,108720000.0,2.55,4.48,33.2,20.00 - 33.75,-14.28,44.65,66.56,1.07,620180.0,664893.0,9.38,17.46,21.86,12.35,27.16,-1.57,1.14,0.98,2.92 3.65,28.49,28.93,1.54
RNG,"RingCentral, Inc.",Technology ,,3180000000.0,-575600000.0,1820000000.0,-0.4,3.24,,,3919.0,Yes,Yes,1.9,,13.6,,1.75,,10.36,18.64,1.2,1.2,,,-10.05,-6.14,2.47,0.51,-338.2,27.77,,147.82,33.2,28.4,-37.8,Nov 09 Ae6C,-19.51,1.1,-3.12,90.0,-8.64,-23.9,-582.4,-17.5,69.2,-21.8,-31.7,,-60.28,95130000.0,84540000.0,7.89,3.01,84.12,31.30 - 315.00,-89.35,7.16,37.19,0.73,2210000.0,1609916.0,-2.19,-17.79,-34.52,-63.71,-86.48,-82.1,0.95,2.3,5.89 6.23,33.37,33.54,0.51
ROCC,Ranger Oil Corporation,Energy ,,1620000000.0,112000000.0,937200000.0,17.64,0.86,0.3,0.75,136.0,Yes,Yes,2.0,7.16,3.17,0.24,1.73,2.28,46.91,5.44,0.6,0.6,1.54,1.53,16.15,5.61,12.66,3.06,111.5,10.79,,-49.2,34.4,152.2,,,10.4,0.43,0.0,89.6,-0.09,6.9,38.0,29.0,84.6,57.3,11.9,0.0,13.58,20890000.0,19720000.0,10.74,5.25,54.0,23.32 - 53.59,-25.08,72.17,63.06,1.06,403170.0,428248.0,11.84,36.89,15.54,24.11,22.82,49.15,2.74,2.21,5.30 6.47,39.32,40.15,2.11
ROKU,"Roku, Inc.",Communication Services ,,7220000000.0,-46000000.0,3040000000.0,20.43,14.37,,,3000.0,Yes,Yes,2.2,,,,2.37,2.48,3.52,,3.5,3.6,0.03,0.0,-8.46,-0.36,-2.72,-1.27,-190.6,67.1,,42.1,47.3,18.5,-258.8,Nov 02 Ae6C,-21.57,0.2,-9.77,76.2,2.36,-1.1,-1.7,8.4,48.1,-1.4,-1.5,,-49.73,136850000.0,120340000.0,9.5,1.11,80.48,48.45 - 333.34,-84.81,4.48,37.29,0.92,10280000.0,9462521.0,-3.69,-15.46,-36.62,-50.08,-84.27,-77.82,1.72,3.91,6.30 6.32,50.15,50.62,0.94
ROP,"Roper Technologies, Inc.",Industrials ,S&P 500,39160000000.0,921100000.0,5570000000.0,129.62,27.4,2.48,0.67,19300.0,Yes,Yes,2.3,43.21,24.92,4.72,7.04,2.88,13.6,33.78,1.5,1.6,0.54,0.48,0.63,8.63,14.96,3.46,18.1,9.89,,7.5,8.8,10.2,9.7,Oct 26 e9e6O,-4.99,0.3,-0.15,98.73,0.01,11.6,22.8,6.1,68.7,25.9,51.5,8.7,-12.35,105900000.0,105190000.0,1.0,2.15,484.89,356.21 - 505.00,-26.19,4.64,46.98,2.17,486000.0,1056133.0,0.49,-1.39,-9.36,-18.13,-23.49,-24.22,1.05,9.04,1.98 2.35,370.73,372.75,0.54
ROST,"Ross Stores, Inc.",Consumer Cyclical ,S&P 500,29310000000.0,1470000000.0,18510000000.0,11.97,11.6,1.24,1.42,100000.0,Yes,Yes,2.3,20.66,18.41,5.44,1.58,7.28,7.51,,1.2,1.9,0.59,0.59,2.07,4.21,4.73,0.8,-9.2,18.16,,11.5,8.0,-4.6,-20.2,Aug 18 Ae6C,-0.86,0.3,-0.09,92.1,-0.07,10.9,36.4,27.6,26.0,10.8,8.0,28.1,-2.2,344880000.0,337780000.0,2.45,3.46,99.69,69.24 - 123.36,-29.4,25.78,52.92,0.75,2400000.0,1789591.0,3.42,3.14,11.71,-17.54,-21.11,-23.79,0.95,3.17,3.55 3.62,85.07,87.09,2.37
RPAY,Repay Holdings Corporation,Technology ,,588100000.0,-8400000.0,258300000.0,10.06,0.6,,,552.0,Yes,Yes,1.8,,6.32,,2.28,0.58,9.74,9.83,1.5,1.5,0.0,0.5,-13.79,-0.13,0.93,0.21,70.3,16.92,,,,39.3,100.1,Aug 09 Ae6C,-29.76,5.0,5.29,92.2,-0.03,-0.5,-0.9,-2.2,75.4,-21.8,-3.2,,-54.48,88900000.0,85850000.0,5.43,5.77,13.15,5.94 - 22.57,-74.08,-1.52,25.24,0.86,807900.0,695158.0,-7.58,-22.41,-53.9,-58.95,-73.12,-67.98,0.86,0.4,5.71 5.79,6.04,5.85,-3.15
RPD,"Rapid7, Inc.",Technology ,,2580000000.0,-166900000.0,616400000.0,-2.54,3.97,,,2353.0,Yes,Yes,2.0,,85.46,,4.19,,10.77,90.91,0.9,0.9,,,-1.58,-2.92,0.5,0.05,-36.7,354.55,-,-17.4,27.7,32.5,-10.3,Nov 02 Ae6C,-17.67,1.8,0.46,,-0.15,-13.1,129.5,-19.0,67.7,-24.3,-27.1,,-45.25,58240000.0,57730000.0,8.88,7.22,73.62,38.36 - 145.00,-70.53,11.39,41.69,0.71,710260.0,502800.0,1.11,-6.72,-36.46,-60.25,-66.04,-63.69,1.4,2.51,4.45 5.15,43.99,42.73,-2.86
RPRX,Royalty Pharma plc,Healthcare ,,24960000000.0,466100000.0,2260000000.0,13.81,5.62,0.76,1.84,66.0,Yes,Yes,2.0,38.46,11.89,3.83,11.05,2.99,7.34,249621.6,19.2,19.2,1.18,1.18,0.67,1.07,3.47,0.72,13.3,15.5,,,,-3.4,-35.2,Nov 08 e9e6O,-1.8,0.1,-88.22,67.9,0.28,2.6,8.0,11.1,,46.6,20.6,67.1,0.52,436320000.0,327100000.0,2.62,5.03,54.13,36.15 - 44.75,-7.78,14.16,49.17,0.56,1700000.0,949787.0,-1.22,2.33,-4.02,-2.46,10.05,3.56,,0.92,1.88 2.21,41.02,41.27,0.61
RPTX,Repare Therapeutics Inc.,Healthcare ,,548230000.0,-132000000.0,8200000.0,5.38,6.78,,,163.0,Yes,Yes,2.0,,,,66.86,2.51,1.99,,7.3,7.3,0.0,0.0,5.13,-3.27,-3.1,-0.89,-95.3,0.3,-,,,133.3,-28.0,Aug 04 Ae6C,7.49,0.1,392.85,90.1,-0.24,-40.3,-53.3,-37.1,,,,,3.39,41900000.0,39520000.0,4.08,10.7,30.5,8.06 - 28.25,-52.27,67.14,56.64,0.75,150670.0,113037.0,-0.3,12.33,5.15,4.17,-44.89,-36.08,,0.9,7.01 6.97,13.27,13.48,1.58
RSG,"Republic Services, Inc.",Industrials ,S&P 500,42110000000.0,1390000000.0,12270000000.0,29.12,0.38,1.98,1.47,35000.0,Yes,Yes,2.1,30.84,25.34,2.69,3.43,4.62,352.72,44.82,0.7,0.7,1.29,1.26,0.1,4.36,5.31,1.22,33.6,11.16,,17.8,3.8,21.4,13.4,Oct 27 Ae6C,-4.57,0.11,-7.21,96.0,0.01,5.4,15.4,9.7,39.9,18.1,11.3,41.3,1.34,316500000.0,315100000.0,0.62,1.83,156.07,113.57 - 149.17,-9.79,18.48,47.84,0.82,1070000.0,877116.0,2.89,-4.23,2.33,1.59,0.97,-3.51,0.7,3.13,1.63 2.22,133.54,134.56,0.76
RSKD,Riskified Ltd.,Technology ,,685300000.0,-181000000.0,241100000.0,3.0,2.94,,,715.0,Yes,Yes,2.4,,,,2.84,1.39,1.42,,8.6,8.6,0.0,0.0,2.38,-1.35,-0.4,-0.14,-300.0,1.9,-,,,7.5,-52.7,Nov 09 e9e6O,-9.25,17.7,0.0,55.2,-0.86,-30.1,-34.8,-10.8,50.6,-48.2,-75.1,,-22.42,166370000.0,76090000.0,1.86,3.57,6.43,3.43 - 21.57,-80.67,21.57,47.18,0.51,396410.0,204102.0,1.71,3.22,3.22,-24.59,-77.75,-46.95,,0.22,5.10 6.02,4.17,4.17,0.0
RUN,Sunrun Inc.,Technology ,,4050000000.0,-114600000.0,1950000000.0,30.06,2.51,,,11383.0,Yes,Yes,2.1,,,,2.07,0.65,7.75,,1.2,1.7,1.2,1.17,-23.15,-0.55,-0.42,-0.08,68.8,33.3,,-20.5,27.5,45.7,70.8,Nov 02 Ae6C,-37.09,1.9,-13.24,94.4,-0.16,-0.7,-1.8,-5.3,13.6,-34.9,-5.9,,-28.82,211130000.0,199610000.0,13.24,3.22,47.65,16.80 - 60.60,-67.89,15.83,26.07,0.89,8220000.0,7308738.0,-9.78,-36.96,-12.93,-5.3,-62.35,-43.27,2.23,1.99,7.49 7.67,20.03,19.46,-2.85
RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare ,,1750000000.0,-233900000.0,18100000.0,2.54,3.21,,,400.0,Yes,Yes,2.8,,,,96.91,4.3,3.4,,5.6,5.6,0.0,0.0,0.23,-1.37,-1.59,-0.38,-177.3,-7.0,,,,208.0,-21.4,Aug 09 Ae6C,-2.28,6.1,-4.28,82.3,0.79,-35.0,-45.1,-33.8,-21.9,,,,19.02,172210000.0,144310000.0,11.22,15.04,17.6,4.92 - 21.19,-48.51,121.75,50.1,0.65,1080000.0,699790.0,4.8,1.11,38.98,61.39,-38.6,-36.31,,0.92,8.55 7.95,11.12,10.91,-1.89
S,"SentinelOne, Inc.",Technology ,,6290000000.0,-326400000.0,302400000.0,6.27,4.33,,,1800.0,Yes,Yes,2.1,,,,20.81,3.57,5.16,,4.2,4.2,0.0,0.0,-8.6,-1.2,-0.47,-0.22,-118.6,41.0,,,,123.8,-34.9,Aug 31 Ae6C,-14.36,0.5,-68.26,71.1,-11.59,-15.8,-19.6,-16.2,64.3,,,,-27.6,277420000.0,201190000.0,6.46,4.9,37.21,18.64 - 78.53,-71.53,19.96,40.76,0.74,2660000.0,1977030.0,-0.75,-9.8,-2.82,-36.8,-64.95,-55.71,,1.53,5.30 6.19,22.64,22.36,-1.24
SABR,Sabre Corporation,Technology ,,1740000000.0,-581000000.0,2180000000.0,-1.89,3.04,,,7583.0,Yes,Yes,2.3,,,,0.8,,1.75,,2.1,2.1,,,-1.87,-1.82,-0.04,-0.23,33.8,98.0,-,-40.7,-12.9,56.7,25.0,Nov 02 e9e6O,-16.55,1.2,-0.54,,0.24,-11.0,120.5,-15.6,60.5,-20.6,-26.7,,-33.79,326570000.0,324290000.0,13.27,7.87,10.75,4.88 - 12.08,-55.96,9.13,42.59,1.09,5470000.0,5951354.0,-5.0,-1.85,-9.06,-52.24,-50.92,-38.07,1.8,0.37,5.67 6.30,5.67,5.32,-6.17
SAIC,Science Applications International Corporation,Technology ,,5380000000.0,260000000.0,7510000000.0,29.55,1.84,1.48,1.48,26000.0,Yes,Yes,2.5,21.84,13.32,4.28,0.72,3.38,54.31,14.11,,1.1,1.5,1.5,8.12,4.57,7.5,1.74,33.9,5.82,,8.9,10.7,-0.3,-7.0,Sep 01 e9e6O,7.37,0.3,-1.53,77.8,0.11,4.5,15.9,9.3,11.4,6.0,3.5,32.2,11.74,55600000.0,54810000.0,3.09,5.02,103.0,78.10 - 99.18,0.66,27.82,66.33,0.81,337180.0,273433.0,6.34,11.87,5.66,14.42,8.68,19.43,0.67,2.37,2.40 2.35,98.83,99.83,1.01
SBUX,Starbucks Corporation,Consumer Cyclical ,S&P 500,94130000000.0,4170000000.0,31980000000.0,-7.56,2.9,2.12,2.53,383000.0,Yes,Yes,2.5,23.55,25.0,3.45,2.94,,28.92,116.69,0.6,0.8,,,-3.96,3.56,3.35,0.72,351.0,17.09,,13.3,6.4,8.7,-18.4,Nov 03 Ae6C,-4.09,1.8,1.28,70.7,0.15,14.2,-53.4,49.3,26.9,18.0,13.0,53.7,-1.61,1150000000.0,1150000000.0,1.31,2.09,96.67,68.39 - 117.80,-28.9,22.47,42.3,2.3,7170000.0,16479007.0,-5.78,-0.49,4.3,7.41,-26.88,-28.39,0.88,2.79,3.23 3.01,88.61,83.76,-5.47
SCPL,SciPlay Corporation,Communication Services ,,1660000000.0,18200000.0,619100000.0,4.29,,,,632.0,Yes,Yes,2.5,18.16,12.4,1.2,2.69,3.1,,10.23,5.0,5.0,0.0,0.0,7.74,0.73,1.07,0.2,-9.9,17.16,,0.21,,4.0,-3.8,Nov 09 Ae6C,10.1,1.4,0.0,91.0,-0.5,2.6,18.1,127.8,69.1,19.3,2.9,0.0,3.78,24600000.0,22910000.0,1.53,1.52,15.3,10.60 - 22.29,-40.38,25.35,69.86,0.66,229920.0,150674.0,5.14,22.04,1.06,-0.6,-37.25,-3.56,0.28,0.43,3.39 3.60,13.1,13.29,1.45
SCWX,SecureWorks Corp.,Technology ,,679780000.0,-68000000.0,498800000.0,7.19,2.0,,,2351.0,Yes,Yes,3.5,,,,1.36,1.13,4.06,,1.1,1.1,0.0,0.0,3.2,-0.81,-0.66,-0.2,-78.3,1.5,-,-3.3,4.3,-13.4,-106.4,Sep 01 e9e6O,-10.05,17.8,0.86,67.1,0.01,-7.1,-10.7,-5.6,59.4,-17.9,-13.6,,-29.3,84480000.0,9550000.0,2.89,3.99,11.33,7.07 - 21.56,-62.38,14.79,48.65,0.51,69150.0,35296.0,9.74,0.12,-20.02,-31.15,-57.63,-49.22,0.95,0.45,5.92 5.51,8.09,8.11,0.25
SDGR,"Schrodinger, Inc.",Healthcare ,,1530000000.0,-147800000.0,163200000.0,6.93,7.28,,,664.0,Yes,Yes,2.0,,,,9.37,3.15,3.0,,6.5,6.5,0.0,0.0,-8.33,-2.08,-1.61,-0.65,-248.9,29.1,-,,,29.2,-36.5,Nov 03 Ae6C,-16.79,6.43,-0.1,80.1,2.11,-20.2,-27.4,-20.1,50.6,-79.2,-90.6,,-23.05,71160000.0,58040000.0,7.37,8.27,65.62,20.71 - 59.87,-63.49,5.55,34.94,0.69,517130.0,357036.0,-2.41,-9.37,-30.6,-20.62,-58.5,-37.24,,1.25,4.76 5.00,21.71,21.86,0.69
SE,Sea Limited,Communication Services ,,21960000000.0,-2703500000.0,11750000000.0,9.67,16.65,,,67300.0,Yes,Yes,1.9,,,,1.87,4.86,2.82,,1.9,1.9,0.78,0.78,-14.54,-4.72,-3.03,-1.15,-13.3,36.2,-,-41.3,95.8,29.0,-102.6,Aug 16 e9e6O,-22.48,14.27,0.0,74.6,-0.23,-14.8,-40.3,-17.5,39.0,-19.0,-23.0,,-49.71,555930000.0,253710000.0,11.27,4.55,114.39,44.25 - 366.32,-87.17,6.24,32.35,1.15,6290000.0,7235742.0,-11.18,-12.64,-34.54,-47.49,-86.77,-78.99,1.6,3.59,8.17 6.03,46.18,47.01,1.8
SEDG,"SolarEdge Technologies, Inc.",Technology ,S&P 500,11070000000.0,142200000.0,2460000000.0,36.55,16.49,,,3964.0,Yes,Yes,2.0,79.46,22.76,2.79,4.5,5.57,12.35,,3.0,3.7,0.0,0.33,-6.93,2.56,8.95,1.44,15.2,64.86,,39.5,52.3,-17.8,-80.4,Nov 07 Ae6C,-23.48,0.7,-23.91,89.1,0.05,4.4,8.6,9.6,28.2,7.9,5.8,0.0,-26.2,55470000.0,54990000.0,3.18,1.54,340.31,190.15 - 389.71,-47.72,7.15,35.1,0.9,1130000.0,1024576.0,3.27,-21.28,-31.28,-19.63,-32.81,-27.38,1.26,12.72,4.37 5.46,202.66,203.74,0.53
SEE,Sealed Air Corporation,Consumer Cyclical ,S&P 500,6710000000.0,540800000.0,5770000000.0,1.37,1.98,0.8,1.7,16500.0,Yes,Yes,2.4,13.04,10.95,1.5,1.16,34.4,23.86,18.21,0.7,1.3,18.36,18.3,3.35,3.62,4.3,0.9,3.9,5.44,,16.9,5.6,6.7,9.1,Nov 01 e9e6O,-6.6,0.7,0.69,92.2,-8.13,9.0,287.9,16.4,31.1,15.9,9.6,21.4,-21.72,146000000.0,144430000.0,1.76,2.46,63.21,43.62 - 70.72,-33.36,8.05,49.04,0.69,1040000.0,719579.0,-0.28,3.81,-20.44,-27.9,-20.6,-30.15,1.22,1.45,2.92 2.73,46.86,47.13,0.58
SGEN,Seagen Inc.,Healthcare ,,23410000000.0,-739800000.0,1780000000.0,15.93,10.2,,,2675.0,Yes,Yes,2.1,,,,13.17,8.1,12.65,,4.0,4.6,0.0,0.0,-3.78,-4.04,-1.51,-0.95,-210.1,57.3,,-30.1,30.4,28.1,-57.2,Oct 27 Ae6C,-11.92,0.7,-7.41,91.8,-0.09,-19.8,-24.3,-22.2,79.6,-41.4,-41.6,,-11.89,184150000.0,182690000.0,1.16,2.19,181.1,105.43 - 192.79,-33.06,22.41,34.37,0.85,963820.0,815295.0,-5.1,-7.28,-27.29,-6.84,-24.72,-16.52,0.65,3.9,3.28 2.69,128.84,129.06,0.17
SGFY,"Signify Health, Inc.",Healthcare ,,6870000000.0,-338500000.0,843300000.0,3.44,1.86,,,2300.0,Yes,Yes,2.8,,49.44,,8.15,8.48,15.65,347.2,5.2,5.2,0.42,0.41,-0.25,-1.44,0.59,0.09,233.0,129.8,-,,,15.7,,Aug 03 Ae6C,3.68,0.4,2.25,82.8,-8.49,-16.3,-32.2,2.4,48.6,-57.0,-40.1,,60.61,234180000.0,170730000.0,7.38,2.78,28.21,10.70 - 29.88,-2.38,172.62,60.36,0.42,4530000.0,1895983.0,-0.34,0.31,74.57,86.15,69.89,105.13,,0.19,0.69 0.65,29.26,29.17,-0.31
SHLS,"Shoals Technologies Group, Inc.",Technology ,,3450000000.0,10400000.0,249400000.0,0.13,0.06,,,697.0,Yes,Yes,2.4,221.37,33.01,3.22,13.82,161.77,341.19,,1.7,2.8,18.2,18.07,-1.37,0.1,0.64,0.08,-88.8,113.04,,,,23.1,43.1,Aug 15 Ae6C,-11.13,1.2,-7.34,,-5.39,2.3,156.8,8.1,37.1,14.1,4.2,0.0,14.48,112490000.0,111040000.0,7.82,4.86,31.21,9.58 - 36.86,-42.95,119.52,45.88,0.89,1790000.0,1598230.0,2.19,3.8,17.49,101.82,-18.9,-13.46,,1.51,7.07 7.17,20.5,21.03,2.59
SHOP,Shopify Inc.,Technology ,,36280000000.0,-1901200000.0,5000000000.0,6.91,5.51,,,10000.0,Yes,Yes,2.9,,4791.67,,7.25,4.16,5.22,617.06,11.2,11.2,0.1,0.1,2.46,-1.52,0.01,-0.07,784.3,81.2,-,124.0,64.0,15.7,-238.3,Oct 27 e9e6O,-7.75,0.18,0.0,61.8,0.09,-15.4,-18.5,0.4,51.9,-5.6,-38.0,,-42.27,1260000000.0,1170000000.0,4.17,1.62,39.96,23.63 - 176.29,-83.69,21.67,48.66,0.81,30200000.0,24410434.0,3.57,-0.03,-8.87,-37.39,-79.84,-79.13,1.83,1.91,5.61 6.24,29.75,28.75,-3.36
SI,Silvergate Capital Corporation,Financial ,,1770000000.0,119600000.0,251700000.0,44.99,65.4,,,279.0,Yes,Yes,1.8,14.23,7.49,0.42,7.05,1.22,0.84,15.95,,,0.01,0.01,-20.5,3.86,7.33,1.47,114.5,54.95,,50.6,25.7,133.2,40.8,Oct 18 e9e6O,-32.96,0.7,-6.72,80.7,0.02,0.6,6.2,7.5,,63.3,34.8,0.0,-43.61,31640000.0,31010000.0,10.44,4.06,103.18,50.65 - 239.26,-77.06,8.35,30.24,1.1,797440.0,875815.0,-22.47,-25.82,-33.15,-57.02,-62.39,-62.97,,5.71,9.12 7.71,53.96,54.88,1.7
SIGA,"SIGA Technologies, Inc.",Healthcare ,,653370000.0,71800000.0,147400000.0,1.92,1.6,,,39.0,Yes,Yes,,9.92,12.65,9.92,4.43,4.74,5.71,,8.2,9.2,0.0,0.0,-4.62,0.92,0.72,,28.2,9.1,,27.0,54.9,92.0,1103.9,Aug 04 Ae6C,-33.55,0.7,0.0,44.2,-0.1,41.3,48.8,39.7,85.8,62.9,48.7,0.0,-12.52,72680000.0,40890000.0,11.47,0.57,,5.49 - 26.99,-66.25,66.01,33.04,0.12,8230000.0,1026790.0,-4.31,-11.38,-47.73,44.48,37.71,28.92,0.79,0.51,5.14 5.35,8.94,9.11,1.9
SILC,Silicom Ltd.,Technology ,,234330000.0,12600000.0,135400000.0,24.73,4.22,,,135.0,No,Yes,2.0,19.78,10.99,1.32,1.73,1.48,8.65,,1.0,2.6,0.0,0.0,2.42,1.84,3.32,0.7,88.1,20.29,,-3.1,5.1,12.9,130.4,Oct 31 e9e6O,-4.17,43.0,0.0,52.0,0.24,5.6,7.9,6.7,34.5,10.7,9.3,0.0,-5.38,6670000.0,5940000.0,0.14,0.69,65.0,31.30 - 52.75,-30.81,16.61,51.47,0.33,12050.0,3937.0,2.56,5.13,-3.82,-1.78,-11.28,-29.26,0.88,1.25,2.74 3.39,36.9,36.5,-1.08
SIRI,Sirius XM Holdings Inc.,Communication Services ,,23910000000.0,1260000000.0,8920000000.0,-0.91,0.03,0.09,1.41,5590.0,Yes,Yes,2.6,19.9,18.38,3.91,2.68,,189.75,103.05,,0.4,,,4.21,0.31,0.34,0.09,916.9,8.31,,16.3,11.6,4.4,-30.0,Nov 01 e9e6O,2.03,0.3,-11.43,11.3,0.04,12.4,-40.9,27.7,54.2,22.7,14.2,25.4,0.18,3930000000.0,663110000.0,29.75,13.14,6.87,5.69 - 6.85,-9.05,9.49,58.99,0.74,15020000.0,11050497.0,0.65,7.23,-2.35,0.97,6.52,1.82,0.93,0.15,2.72 2.39,6.19,6.23,0.65
SJM,The J. M. Smucker Company,Consumer Defensive ,S&P 500,15270000000.0,586100000.0,8010000000.0,76.62,1.44,4.08,2.81,6700.0,Yes,Yes,3.2,26.62,15.09,5.18,1.91,1.89,100.71,159.54,0.4,1.1,0.58,0.53,3.39,5.45,9.61,2.18,-25.1,13.13,,2.7,1.6,0.8,-27.4,Aug 23 e9e6O,3.57,0.8,-7.84,83.7,-0.09,3.6,7.1,6.4,32.8,11.7,7.3,72.6,6.92,106300000.0,101830000.0,3.75,5.03,140.69,119.82 - 146.74,-1.13,21.08,60.52,0.83,759570.0,631950.0,3.65,3.15,11.13,2.02,17.98,6.82,0.22,2.75,1.54 1.97,142.81,145.08,1.59
SKLZ,Skillz Inc.,Communication Services ,,398670000.0,-256900000.0,377700000.0,1.24,1.13,,,650.0,Yes,Yes,2.7,,,,1.06,0.77,0.85,,8.6,8.6,0.56,0.56,-5.74,-0.64,-0.5,-0.14,4.5,35.9,-,,,-18.1,28.0,Nov 02 Ae6C,-22.92,5.9,-0.04,48.7,-0.36,-28.3,-43.1,-29.7,90.9,,-68.0,,-58.09,408160000.0,280210000.0,16.34,6.08,1.82,0.83 - 13.13,-92.69,15.51,43.76,1.97,7530000.0,14808212.0,2.88,-4.95,-30.43,-58.44,-90.5,-87.1,,0.1,12.19 9.33,1.08,0.96,-11.11
