Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
ROST,"Ross Stores, Inc.",Consumer Cyclical ,S&P 500,30700000000.0,1470000000.0,18510000000.0,11.97,11.42,1.24,1.38,100000.0,Yes,Yes,2.3,21.32,19.2,5.61,1.66,7.51,7.87,,1.2,1.9,0.59,0.59,-0.07,4.21,4.68,0.8,-9.2,16.71,,11.5,8.0,-4.6,-20.2,Aug 18 Ae6C,6.65,0.4,-0.07,92.3,1.81,10.9,36.4,27.6,26.0,10.8,8.0,28.1,-2.98,344880000.0,343000000.0,2.09,2.52,98.31,69.24 - 123.36,-27.16,29.78,53.04,0.91,2840000.0,2588989.0,3.62,-0.29,20.09,4.78,-20.86,-21.37,1.0,2.95,3.31 3.22,94.98,89.86,-5.39
RPAY,Repay Holdings Corporation,Technology ,,891260000.0,-8400000.0,258300000.0,10.06,0.61,,,552.0,Yes,Yes,1.8,,9.48,,3.45,0.9,14.76,14.9,1.5,1.5,0.0,0.5,-6.97,-0.13,0.95,0.22,70.3,16.93,,,,39.3,100.1,Aug 09 Ae6C,-22.97,5.0,5.72,92.3,-0.01,-0.5,-0.9,-2.2,75.4,-21.8,-3.2,,-37.19,88900000.0,85840000.0,5.19,6.7,15.7,8.90 - 24.53,-63.19,1.46,33.91,0.56,665150.0,373553.0,-2.38,-17.91,-20.44,-30.54,-60.27,-50.57,0.77,0.56,3.30 4.55,9.52,9.03,-5.15
RPD,"Rapid7, Inc.",Technology ,,3250000000.0,-166900000.0,616400000.0,-2.54,4.08,,,2353.0,Yes,Yes,2.0,,116.03,,5.28,,13.58,114.61,0.9,0.9,,,-7.81,-2.92,0.48,0.05,-36.7,368.63,-,-17.4,27.7,32.5,-10.3,Aug 03 Ae6C,-15.33,1.7,-5.06,,1.79,-13.1,129.5,-19.0,67.7,-24.3,-27.1,,-37.43,58240000.0,57760000.0,7.67,6.64,86.25,52.05 - 145.00,-61.75,6.55,37.36,1.04,667550.0,695736.0,5.54,-18.66,-12.66,-40.8,-54.15,-52.88,1.3,2.76,3.96 4.10,57.78,55.46,-4.02
RPRX,Royalty Pharma plc,Healthcare ,,25870000000.0,466100000.0,2260000000.0,13.81,5.6,0.76,1.78,66.0,Yes,Yes,2.0,39.71,12.06,3.44,11.45,3.09,7.61,258676.79,19.2,19.2,1.18,1.18,-1.29,1.07,3.53,0.72,13.3,16.84,,,,-3.4,-35.2,Aug 04 e9e6O,-1.27,0.2,-63.75,67.6,5.24,2.6,8.0,11.1,,46.6,20.6,67.1,4.52,436320000.0,323440000.0,3.11,5.12,54.34,34.86 - 44.75,-4.78,22.23,46.52,0.84,1960000.0,1642168.0,1.69,-3.6,10.79,12.19,10.65,6.93,,0.84,2.01 1.80,43.64,42.61,-2.36
RPTX,Repare Therapeutics Inc.,Healthcare ,,520730000.0,-132000000.0,8200000.0,5.38,6.94,,,163.0,Yes,Yes,2.0,,,,63.5,2.43,1.89,,7.3,7.3,0.0,0.0,6.3,-3.27,-3.1,-0.89,-95.3,0.3,-,,,133.3,-28.0,Aug 04 Ae6C,0.54,0.2,181.55,90.2,-5.48,-40.3,-53.3,-37.1,,,,,-8.58,41900000.0,39520000.0,4.07,7.97,30.5,8.06 - 33.15,-60.48,62.43,54.74,0.48,202000.0,96009.0,9.26,9.81,-3.18,15.11,-57.09,-37.89,,0.93,8.05 6.84,13.45,13.1,-2.6
RSG,"Republic Services, Inc.",Industrials ,S&P 500,46100000000.0,1390000000.0,12270000000.0,29.12,0.38,1.98,1.35,35000.0,Yes,Yes,2.1,33.53,27.36,2.93,3.76,5.02,386.12,49.06,0.7,0.7,1.29,1.26,0.22,4.36,5.35,1.22,33.6,12.02,,17.8,3.8,21.4,13.4,Aug 04 Ae6C,5.23,0.11,-7.73,96.0,0.32,5.4,15.4,9.7,39.9,18.1,11.3,41.3,10.37,316500000.0,315100000.0,0.53,1.63,156.86,113.57 - 149.17,-1.92,28.82,57.2,1.08,1020000.0,1095548.0,1.57,1.11,17.81,13.89,17.21,4.92,0.71,2.34,1.67 1.54,148.1,146.31,-1.21
RSKD,Riskified Ltd.,Technology ,,774560000.0,-181000000.0,241100000.0,3.0,2.93,,,715.0,Yes,Yes,2.4,,,,3.21,1.57,1.6,,8.6,8.6,0.0,0.0,-8.73,-1.35,-0.4,-0.14,-300.0,1.9,-,,,7.5,-52.7,Aug 10 e9e6O,-2.46,17.7,0.0,56.0,5.91,-30.1,-34.8,-10.8,50.6,-48.2,-75.1,,-21.34,166370000.0,76090000.0,2.06,3.93,6.64,3.76 - 27.72,-83.04,25.0,42.36,0.6,398060.0,236847.0,-1.26,-22.95,6.58,-17.11,-81.12,-40.2,,0.28,3.65 4.87,5.0,4.7,-6.0
RUN,Sunrun Inc.,Technology ,,7880000000.0,-114600000.0,1950000000.0,30.06,2.48,,,11383.0,Yes,Yes,2.1,,,,4.03,1.24,15.08,,1.2,1.7,1.2,1.17,9.1,-0.55,-0.42,-0.08,68.8,33.3,-,-20.5,27.5,45.7,70.8,Aug 03 Ae6C,22.45,1.9,-11.76,95.0,0.2,-0.7,-1.8,-5.3,13.6,-34.9,-5.9,,29.74,211130000.0,199600000.0,12.63,3.24,48.2,16.80 - 60.60,-38.37,122.32,61.2,0.84,7790000.0,6516469.0,12.84,3.41,67.34,37.72,-18.72,8.89,2.28,2.45,7.51 6.32,38.65,37.35,-3.36
RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare ,,2260000000.0,-233900000.0,18100000.0,2.54,3.05,,,400.0,Yes,Yes,2.8,,,,124.84,5.27,4.38,,5.6,5.6,0.0,0.0,19.52,-1.37,-1.59,-0.39,-177.3,-7.0,,,,208.0,-21.4,Aug 09 Ae6C,36.61,6.2,-8.69,81.7,6.9,-35.0,-45.1,-33.8,-21.9,,,,31.02,172210000.0,144310000.0,10.11,14.18,16.5,4.92 - 29.36,-54.43,171.95,66.75,1.59,1030000.0,1637012.0,22.53,11.13,130.69,117.21,-48.72,-21.89,,0.92,8.10 8.15,13.6,13.38,-1.62
S,"SentinelOne, Inc.",Technology ,,7450000000.0,-326400000.0,302400000.0,6.27,4.54,,,1800.0,Yes,Yes,2.1,,,,24.64,4.42,6.11,,4.2,4.2,0.0,0.0,1.38,-1.21,-0.48,-0.22,-239.6,41.0,,,,123.8,38.6,Aug 31 Ae6C,5.9,0.7,-73.14,83.8,10.87,-15.8,-19.6,-16.2,64.3,,,,-19.61,277420000.0,201240000.0,6.43,3.82,37.78,18.64 - 78.53,-64.68,48.82,53.31,0.93,3380000.0,3143532.0,10.96,-1.07,31.22,-6.13,-54.52,-45.06,,1.83,5.19 6.10,29.33,27.74,-5.42
SABR,Sabre Corporation,Technology ,,2070000000.0,-581000000.0,2180000000.0,-1.89,3.1,,,7583.0,Yes,Yes,2.3,,358.89,,0.95,,2.09,,2.1,2.1,,,-10.95,-1.82,0.02,-0.22,33.8,98.0,-,-40.7,-12.9,56.7,25.0,Aug 02 e9e6O,-6.03,1.2,-2.2,,-0.7,-11.0,120.5,-15.6,60.5,-20.6,-26.7,,-23.35,326570000.0,324390000.0,12.79,6.03,11.0,5.45 - 12.65,-48.93,18.53,40.12,0.57,6880000.0,3890460.0,-5.28,-20.74,7.22,-28.78,-42.93,-24.8,1.72,0.4,5.99 4.90,6.84,6.46,-5.56
SAIC,Science Applications International Corporation,Technology ,,5100000000.0,260000000.0,7510000000.0,29.55,1.82,1.48,1.58,26000.0,Yes,Yes,2.5,20.49,12.49,4.02,0.68,3.17,51.47,13.37,,1.1,1.5,1.5,-0.01,4.57,7.5,1.74,33.9,5.97,,8.9,10.7,-0.3,-7.0,Sep 01 e9e6O,0.13,0.6,-5.21,77.7,-1.9,4.5,15.9,9.3,11.4,6.0,3.5,32.2,6.29,55600000.0,54810000.0,2.69,4.63,102.9,78.10 - 97.82,-4.21,19.97,50.62,1.05,318430.0,334008.0,1.83,0.01,4.42,6.82,8.1,12.09,0.7,2.01,2.31 2.03,95.96,93.7,-2.36
SBUX,Starbucks Corporation,Consumer Cyclical ,S&P 500,100360000000.0,4170000000.0,31980000000.0,-7.56,2.85,1.96,2.23,383000.0,Yes,Yes,2.4,24.7,26.29,3.44,3.14,,30.84,124.4,0.6,0.8,,,1.58,3.56,3.34,0.72,351.0,16.21,,13.3,6.4,8.7,-18.4,Aug 02 Ae6C,4.43,1.8,1.02,71.0,1.05,14.2,-53.4,49.3,26.9,18.0,13.0,53.7,-1.09,1150000000.0,1150000000.0,1.37,2.32,93.4,68.39 - 120.15,-26.89,28.44,55.74,2.33,6730000.0,15712124.0,3.93,-0.53,21.39,10.78,-26.3,-24.9,0.94,2.15,2.86 2.36,89.07,87.84,-1.38
SCPL,SciPlay Corporation,Communication Services ,,1420000000.0,18200000.0,619100000.0,4.29,,,,632.0,Yes,Yes,2.4,15.31,9.92,1.01,2.29,2.61,,8.71,5.0,5.0,0.0,0.0,-7.74,0.73,1.13,0.21,-9.9,22.16,,,,4.0,-3.8,Aug 09 Ae6C,-12.61,1.4,0.0,93.5,-0.71,2.6,18.1,127.8,69.1,19.3,2.9,0.0,-15.18,24600000.0,22860000.0,0.93,0.97,15.27,10.75 - 22.29,-49.71,4.28,34.18,0.92,219250.0,202357.0,0.45,-17.88,-16.78,-9.74,-40.02,-18.65,0.25,0.48,3.16 3.78,11.51,11.21,-2.61
SCWX,SecureWorks Corp.,Technology ,,869660000.0,-68000000.0,498800000.0,7.19,1.89,,,2351.0,Yes,Yes,3.6,,,,1.74,1.37,5.19,,1.1,1.1,0.0,0.0,-4.08,-0.81,-0.66,-0.2,-78.3,0.0,-,-3.3,4.3,-13.4,-106.4,Sep 01 e9e6O,-4.72,28.3,1.01,67.0,-1.44,-7.1,-10.7,-5.6,59.4,-17.9,-13.6,,-22.44,84480000.0,9550000.0,2.57,3.03,11.33,9.26 - 26.89,-63.48,6.05,44.72,1.33,80800.0,107300.0,-0.3,-2.96,-4.84,-21.75,-52.21,-38.51,0.85,0.61,6.72 5.89,10.17,9.82,-3.44
SDGR,"Schrodinger, Inc.",Healthcare ,,1950000000.0,-147800000.0,163200000.0,6.93,7.35,,,664.0,Yes,Yes,2.0,,,,11.98,4.07,3.84,,6.5,6.5,0.0,0.0,0.31,-2.08,-1.61,-0.67,-248.9,25.7,-,,,29.2,-36.5,Aug 04 Ae6C,-6.93,6.47,-0.11,78.2,8.39,-20.2,-27.4,-20.1,50.6,-79.2,-90.6,,-6.4,71160000.0,58020000.0,8.03,7.67,65.62,20.71 - 63.08,-55.33,36.07,47.55,0.92,607630.0,557967.0,8.76,-10.68,21.83,3.07,-54.88,-19.09,,1.43,4.43 4.16,28.79,28.18,-2.12
SE,Sea Limited,Communication Services ,,27430000000.0,-2703500000.0,11750000000.0,9.67,17.89,,,67300.0,Yes,Yes,1.7,,,,2.33,6.52,3.52,131.48,1.9,1.9,0.78,0.78,-4.08,-4.72,-3.31,-1.1,-13.3,26.4,-,-41.3,95.8,29.0,-102.6,Aug 16 e9e6O,-13.62,31.41,0.0,74.8,-1.81,-14.8,-40.3,-17.5,39.0,-19.0,-23.0,,-47.38,555930000.0,253710000.0,9.55,3.88,116.04,54.06 - 372.70,-83.08,16.63,42.95,0.82,6240000.0,5102420.0,7.93,-28.93,-10.72,-28.17,-80.48,-71.82,1.63,4.2,4.82 5.85,66.43,63.05,-5.09
SEDG,"SolarEdge Technologies, Inc.",Technology ,S&P 500,17250000000.0,142200000.0,2460000000.0,36.55,16.27,,,3964.0,Yes,Yes,2.0,122.15,34.4,4.28,7.01,8.57,19.25,,3.0,3.7,0.0,0.33,5.72,2.56,9.1,1.47,15.2,64.67,,39.5,52.3,-17.8,-80.4,Aug 02 Ae6C,4.55,0.7,-21.62,89.3,6.95,4.4,8.6,9.6,28.2,7.9,5.8,0.0,10.18,55470000.0,54990000.0,3.15,1.69,356.69,200.86 - 389.71,-19.64,55.92,56.24,0.76,1020000.0,780106.0,12.5,-5.25,18.48,4.91,14.37,11.62,1.24,15.53,5.90 4.62,316.2,313.18,-0.96
SEE,Sealed Air Corporation,Consumer Cyclical ,S&P 500,7550000000.0,540800000.0,5770000000.0,1.37,1.94,0.8,1.53,16500.0,Yes,Yes,2.4,14.43,11.8,1.58,1.31,38.08,26.87,20.51,0.7,1.3,18.36,18.3,-6.4,3.62,4.42,0.93,3.9,6.68,,16.9,5.6,6.7,9.1,Aug 02 e9e6O,-8.47,0.7,0.71,,-0.5,9.0,287.9,16.4,31.1,15.9,9.6,21.4,-17.02,146000000.0,144420000.0,1.5,2.22,68.57,52.15 - 70.72,-26.24,0.04,36.28,1.24,972210.0,1201692.0,-0.55,-11.06,-10.16,-21.09,-9.77,-22.68,1.18,1.52,2.70 2.36,55.47,52.17,-5.95
SGEN,Seagen Inc.,Healthcare ,,27590000000.0,-739800000.0,1780000000.0,15.93,9.69,,,2675.0,Yes,Yes,2.2,,,,15.52,9.07,14.91,,4.0,4.6,0.0,0.0,-9.71,-4.04,-1.34,-0.95,-210.1,64.1,,-30.1,30.4,28.1,-57.2,Jul 28 Ae6C,-14.75,0.7,-8.63,92.1,-1.08,-19.8,-24.3,-22.2,79.6,-41.4,-41.6,,-3.1,184150000.0,182730000.0,1.23,1.65,185.1,105.43 - 192.79,-25.08,36.99,29.43,0.91,1350000.0,1236430.0,-3.08,-15.11,3.46,5.53,-4.29,-6.58,0.61,5.19,3.23 3.11,150.1,144.43,-3.78
SGFY,"Signify Health, Inc.",Healthcare ,,7010000000.0,-338500000.0,843300000.0,4.57,1.82,,,2300.0,Yes,Yes,1.8,,48.66,,8.31,6.37,15.95,353.92,5.2,5.2,0.42,0.41,8.57,-1.92,0.6,0.09,276.1,143.5,-,,,15.7,,Aug 03 Ae6C,36.54,0.4,2.2,93.3,5.1,-16.3,-32.2,2.4,48.6,-57.0,-40.1,,82.37,176350000.0,175620000.0,3.83,2.01,28.56,10.70 - 29.88,-2.61,171.96,77.37,1.94,3340000.0,6500777.0,0.0,26.63,160.05,92.21,20.1,104.64,,0.86,0.74 2.38,29.15,29.1,-0.17
SHLS,"Shoals Technologies Group, Inc.",Technology ,,4270000000.0,10400000.0,249400000.0,0.13,0.06,,,697.0,Yes,Yes,2.2,264.63,38.15,3.85,17.12,193.38,422.7,,1.7,2.8,18.2,18.07,-3.21,0.1,0.66,0.08,-88.8,113.96,,,,23.1,43.1,Aug 15 Ae6C,12.72,1.2,-10.19,,5.69,2.3,156.8,8.1,37.1,14.1,4.2,0.0,32.41,112490000.0,110870000.0,8.04,4.2,30.25,9.58 - 36.86,-31.8,162.42,50.57,0.87,2130000.0,1858097.0,-2.56,-4.19,44.15,47.02,-21.56,3.46,,1.94,7.84 6.96,26.15,25.14,-3.86
SHOP,Shopify Inc.,Technology ,,40880000000.0,-1901200000.0,5000000000.0,6.91,5.56,,,10000.0,Yes,Yes,2.7,,4671.43,,8.17,4.73,5.88,695.31,11.2,11.2,0.1,0.1,-2.76,-1.52,0.01,-0.07,784.3,185.7,-,124.0,64.0,15.7,-238.3,Jul 27 e9e6O,-6.8,0.17,0.0,61.5,-8.47,-15.4,-18.5,0.4,51.9,-5.6,-38.0,,-50.51,1260000000.0,1170000000.0,4.2,1.52,42.16,29.07 - 176.29,-81.45,12.49,46.32,0.91,32410000.0,29606305.0,9.58,-19.77,4.49,-36.2,-77.86,-76.26,1.82,2.3,5.58 5.70,35.16,32.7,-7.0
SI,Silvergate Capital Corporation,Financial ,,2760000000.0,102500000.0,198800000.0,44.99,68.34,,,279.0,Yes,Yes,1.7,25.82,11.37,0.76,13.89,1.98,1.31,22.51,,,0.01,0.01,-4.82,3.46,7.85,1.34,114.5,60.07,,50.6,25.7,133.2,40.8,Jul 19 e9e6O,2.78,0.7,-7.64,80.8,4.1,0.7,7.3,7.5,,,51.5,0.0,-19.01,31640000.0,31020000.0,9.78,3.06,133.2,50.65 - 239.26,-62.7,76.19,47.28,0.64,990500.0,633336.0,7.45,-16.62,44.73,-22.32,-18.26,-39.78,,5.89,5.81 5.66,97.04,89.24,-8.04
SILC,Silicom Ltd.,Technology ,,246790000.0,12600000.0,135400000.0,24.73,4.03,,,135.0,No,Yes,2.0,19.88,11.05,1.33,1.82,1.48,9.11,,1.0,2.6,0.0,0.0,-10.81,1.84,3.32,0.7,88.1,20.29,,-3.1,5.1,12.9,130.4,Jul 28 e9e6O,-6.59,43.0,0.0,56.9,-0.62,5.6,7.9,6.7,34.5,10.7,9.3,0.0,-8.8,6670000.0,5940000.0,0.22,0.91,65.0,31.30 - 52.75,-30.48,17.16,33.17,2.29,14450.0,33113.0,-4.36,-14.96,13.67,1.41,-15.7,-28.93,0.88,1.46,3.94 3.54,39.21,36.67,-6.48
SIRI,Sirius XM Holdings Inc.,Communication Services ,,23440000000.0,1260000000.0,8920000000.0,-0.91,0.03,0.09,1.46,5590.0,Yes,Yes,2.5,19.2,17.42,3.05,2.63,,186.05,101.04,,0.4,,,-4.16,0.31,0.34,0.08,916.9,10.58,,16.3,11.6,4.4,-30.0,Jul 28 e9e6O,-5.99,0.3,-12.09,11.3,-6.06,12.4,-40.9,27.7,54.2,22.7,14.2,25.4,-3.55,3930000000.0,663140000.0,31.32,13.18,7.12,5.69 - 6.85,-12.26,5.62,35.93,1.22,15760000.0,19260004.0,0.17,-11.36,1.52,-2.44,3.1,-1.77,0.95,0.13,2.29 1.87,6.26,6.01,-3.99
SITM,SiTime Corporation,Technology ,,1930000000.0,52800000.0,288400000.0,32.17,27.58,,,279.0,Yes,Yes,1.7,38.54,21.66,,6.71,2.86,3.33,40.89,14.4,15.1,0.0,0.0,-18.59,2.38,4.24,0.85,361.7,12.55,-,,,78.4,484.5,Aug 03 Ae6C,-34.94,5.4,-4.88,74.7,0.33,8.5,9.2,5.2,66.5,18.2,18.3,0.0,-53.71,21150000.0,16030000.0,5.95,3.14,210.0,94.21 - 341.77,-73.1,-2.43,29.64,1.58,304270.0,481639.0,-3.22,-32.2,-48.37,-48.2,-58.75,-68.58,,7.56,4.63 5.09,103.05,91.92,-10.8
SJM,The J. M. Smucker Company,Consumer Defensive ,S&P 500,14640000000.0,586100000.0,8010000000.0,76.62,1.44,4.08,2.93,6700.0,Yes,Yes,3.3,25.56,14.48,4.96,1.83,1.82,96.58,153.0,0.4,1.1,0.58,0.53,-0.65,5.45,9.62,2.19,-25.1,13.17,,2.7,1.6,0.8,-27.4,Aug 23 e9e6O,2.9,0.8,-7.95,83.8,-1.8,3.6,7.1,6.4,32.8,11.7,7.3,54.5,3.47,106300000.0,101830000.0,4.19,5.22,139.29,119.09 - 146.74,-5.04,17.0,51.96,1.22,816830.0,993916.0,0.51,4.15,9.46,8.07,13.54,2.59,0.22,2.81,2.23 2.03,141.4,139.34,-1.46
SKLZ,Skillz Inc.,Communication Services ,,512970000.0,-256900000.0,377700000.0,1.24,1.16,,,650.0,Yes,Yes,2.2,,,,1.36,1.02,1.09,,8.6,8.6,0.56,0.56,-15.18,-0.64,-0.52,-0.14,4.5,31.6,-,,,-18.1,28.0,Aug 03 Ae6C,-15.61,5.9,0.42,49.1,1.63,-28.3,-43.1,-29.7,90.9,,-68.0,,-62.35,408160000.0,280240000.0,17.14,6.11,2.07,1.15 - 13.13,-90.4,9.57,40.31,0.57,7860000.0,4492626.0,4.13,-33.68,-10.64,-41.4,-88.68,-83.06,,0.13,6.05 8.61,1.39,1.26,-9.35
SLB,Schlumberger Limited,Energy ,S&P 500,53730000000.0,2620000000.0,24810000000.0,11.55,2.02,0.7,1.82,92000.0,Yes,Yes,,21.06,13.71,0.47,2.17,3.33,19.08,36.93,1.0,1.4,0.85,0.79,1.07,1.83,2.81,0.55,117.4,38.93,,25.1,-3.8,20.2,120.2,Jul 22 e9e6O,6.83,0.1,-3.31,82.7,2.36,6.3,17.5,8.0,17.0,14.3,10.6,29.6,1.36,1410000000.0,1410000000.0,1.77,1.92,49.18,26.64 - 49.83,-22.8,44.41,52.74,0.85,13020000.0,11070109.0,2.97,3.58,-13.2,-7.41,36.86,28.45,1.82,1.5,3.42 3.47,40.15,38.47,-4.18
SLGC,"SomaLogic, Inc.",Healthcare ,,684930000.0,-91700000.0,80100000.0,3.32,3.43,,,320.0,Yes,Yes,1.2,,,,8.55,1.14,1.11,,18.3,18.9,0.0,0.0,-1.81,-0.5,-0.58,-0.2,-64.8,-24.6,-,,,-28.8,-70.5,Aug 15 Ae6C,-15.26,13.71,0.0,67.9,10.51,-13.0,-14.9,-12.7,52.6,,,,-47.24,183140000.0,158460000.0,7.66,6.79,7.75,3.44 - 14.72,-74.25,10.01,43.28,0.4,1790000.0,719788.0,7.98,-14.45,-18.67,-46.39,-65.83,-67.44,,0.27,6.03 6.21,4.04,3.79,-6.19
SMAR,Smartsheet Inc.,Technology ,,4700000000.0,-222600000.0,657000000.0,3.66,3.71,,,2539.0,Yes,Yes,1.7,,,,7.15,10.46,10.32,,1.3,1.3,0.0,0.0,9.33,-1.74,,-0.15,-42.9,,-,-54.7,52.4,41.8,-36.3,Sep 01 Ae6C,13.92,2.5,-1.34,92.3,2.91,-22.7,-45.2,-33.7,78.7,-33.9,-33.9,,-20.69,129650000.0,126580000.0,3.09,2.11,45.6,27.05 - 80.89,-52.69,41.48,59.58,1.07,1850000.0,1979452.0,14.62,2.52,29.99,-11.41,-45.77,-50.59,1.42,2.11,5.89 4.71,40.15,38.27,-4.68
SMWB,SIMILARWEB LTD.,Communication Services ,,597460000.0,-82500000.0,152500000.0,0.86,,,,926.0,Yes,Yes,1.5,,,,3.92,9.13,,,1.1,1.1,0.0,0.0,-2.86,-1.1,,-0.27,-322.1,,-,,,50.7,-109.3,Aug 09 Ae6C,-9.65,31.0,0.0,36.1,-3.07,-34.8,-88.4,-79.0,75.2,-52.9,-54.1,,-34.82,75040000.0,52390000.0,1.12,5.66,18.86,7.03 - 23.00,-65.87,11.69,44.39,0.28,104040.0,28815.0,2.35,-6.88,-0.63,-32.96,-63.23,-56.17,,0.53,4.42 5.91,8.1,7.85,-3.09
SNOW,Snowflake Inc.,Technology ,,57820000000.0,-675600000.0,1640000000.0,17.04,12.81,,,3992.0,Yes,Yes,2.2,,430.87,,35.3,11.0,14.63,177.42,3.2,3.2,0.0,0.0,7.71,-2.17,0.43,0.04,-20.9,165.24,-,,,82.7,-9.8,Aug 24 Ae6C,15.87,0.2,-55.43,67.4,-1.41,-10.0,-12.9,-14.2,64.8,-44.7,-41.3,,-12.85,318360000.0,289760000.0,4.52,1.84,221.56,110.26 - 405.00,-53.72,69.98,58.78,0.93,7120000.0,6655090.0,10.38,11.12,65.43,12.4,-41.14,-44.67,,10.66,4.94 5.15,195.21,187.43,-3.99
SNPS,"Synopsys, Inc.",Technology ,S&P 500,49570000000.0,1030000000.0,4950000000.0,36.64,10.0,,,16361.0,Yes,Yes,1.8,49.13,32.39,3.03,10.02,8.83,32.38,31.25,1.1,1.1,0.0,0.0,-8.36,6.59,9.99,1.84,12.8,13.08,,22.8,11.7,18.0,12.9,Aug 17 Ae6C,-6.46,0.2,-40.52,92.1,0.09,11.4,18.9,12.7,79.5,22.9,20.9,0.0,0.16,152940000.0,152030000.0,1.33,2.06,415.38,255.02 - 391.17,-17.27,26.9,33.48,1.29,985990.0,1270263.0,-0.99,-16.04,11.49,16.0,-2.41,-12.18,1.22,9.28,2.20 2.44,339.56,323.61,-4.7
SNY,Sanofi,Healthcare ,,100480000000.0,6660000000.0,42200000000.0,28.49,2.79,1.75,4.31,95442.0,Yes,Yes,1.2,15.32,9.18,1.49,2.38,1.42,14.51,,0.9,1.3,0.3,0.26,-1.47,2.65,4.41,1.33,-49.3,4.65,,7.8,2.5,16.0,15.2,Jul 28 e9e6O,-12.06,16.4,0.0,10.5,3.15,,,7.2,69.4,,,,-19.2,2500000000.0,2260000000.0,0.21,1.65,60.17,39.49 - 57.79,-29.87,2.62,37.72,0.5,2910000.0,1450253.0,2.37,-8.65,-18.81,-19.04,-15.46,-18.67,0.52,1.09,1.36 1.68,41.49,40.53,-2.31
SO,The Southern Company,Utilities ,S&P 500,82510000000.0,3020000000.0,25860000000.0,26.98,1.63,2.72,3.48,27300.0,Yes,Yes,2.7,27.67,20.59,4.2,3.19,2.9,47.86,,0.6,0.9,1.91,1.78,-0.8,2.83,3.8,1.3,-23.5,5.67,,-2.6,3.0,38.6,196.2,Jul 28 e9e6O,2.97,0.1,-30.25,63.7,1.19,2.4,10.7,4.2,84.9,17.1,11.7,93.5,9.81,1060000000.0,1060000000.0,1.13,2.82,76.44,60.99 - 80.57,-2.9,28.27,50.94,0.75,4270000.0,3197492.0,0.58,0.14,13.79,13.94,17.94,14.07,0.5,1.29,1.65 1.53,80.15,78.23,-2.4
SOL,ReneSola Ltd,Technology ,,375180000.0,4400000.0,60400000.0,5.97,3.34,,,164.0,Yes,Yes,1.7,93.83,24.48,6.26,6.21,0.94,1.68,,9.1,9.1,0.1,0.07,-6.06,0.06,0.23,0.03,76.2,91.67,,83.7,-0.2,-84.6,-319.1,Sep 07 Ae6C,-2.35,,,41.3,0.57,0.8,1.1,2.7,42.7,10.3,7.3,0.0,1.06,66920000.0,20260000.0,7.2,1.81,10.0,3.46 - 9.72,-42.08,62.72,46.6,1.08,804030.0,868208.0,6.63,-21.81,24.01,1.26,-21.37,-5.54,2.19,0.39,7.72 5.95,5.54,5.63,1.62
SPLK,Splunk Inc.,Technology ,,14860000000.0,-998200000.0,3040000000.0,-4.23,11.3,,,7000.0,Yes,Yes,2.2,,52.28,,4.89,,8.52,66.04,1.6,1.6,,,-2.96,-6.22,1.84,0.25,-45.8,66.94,-,-26.1,23.2,31.9,44.6,Aug 24 Ae6C,-5.01,0.5,-4.86,87.9,0.91,-18.7,422.3,-34.7,74.1,-27.9,-32.8,,-14.28,161790000.0,161610000.0,3.39,2.82,130.7,84.63 - 176.66,-45.46,13.85,47.3,1.02,1940000.0,1980966.0,10.77,-16.08,9.84,-12.58,-36.16,-16.74,1.41,4.34,3.55 3.71,99.64,96.35,-3.3
SPNS,Sapiens International Corporation N.V.,Technology ,,1130000000.0,52800000.0,473300000.0,6.94,3.25,0.7,3.37,4044.0,Yes,Yes,2.0,21.9,15.91,2.05,2.38,2.99,6.4,17.67,1.8,1.8,0.21,0.15,-4.2,0.95,1.31,0.3,31.0,10.3,,16.9,16.4,3.7,14.4,Aug 03 e9e6O,-10.95,71.6,0.0,23.9,5.18,7.6,13.2,9.4,41.5,13.8,11.1,49.0,-22.73,55110000.0,28130000.0,2.96,3.51,28.25,20.00 - 38.32,-45.77,3.9,39.23,1.12,237310.0,266193.0,-0.91,-8.34,0.78,-15.9,-27.72,-39.68,1.3,0.69,2.55 2.64,21.39,20.78,-2.85
